timestamp,actual_arrival,scheduled_arrival,passenger_count
2024-01-03 16:24:00,48.34,49,44
2024-01-03 17:24:00,33.2,32,57
2024-01-03 17:48:00,56.14,53,10
2024-01-03 17:53:00,49.72,49,45
2024-01-03 18:10:00,18.42,18,17
2024-01-03 18:14:00,45.73,43,18
2024-01-03 19:02:00,36.37,35,52
2024-01-03 19:18:00,29.84,29,27
2024-01-03 19:54:00,50.69,50,43
2024-01-03 20:08:00,37.68,36,6
2024-01-03 20:25:00,44.29,46,18
2024-01-03 21:14:00,47.43,50,45
2024-01-03 21:20:00,48.31,48,10
2024-01-03 21:25:00,65.04,62,30
2024-01-03 22:02:00,63.88,62,21
2024-01-04 00:20:00,70.68,70,45
2024-01-04 03:20:00,57.93,57,43
2024-01-04 03:59:00,63.38,64,42
2024-01-04 04:30:00,30.17,28,13
2024-01-04 04:52:00,69.41,68,50
2024-01-04 12:12:00,30.24,30,30
2024-01-04 13:48:00,25.57,24,23
2024-01-04 14:10:00,27.37,27,48
2024-01-04 14:27:00,36.73,38,27
2024-01-04 14:55:00,66.36,66,15
2024-01-04 16:47:00,42.55,40,30
2024-01-04 18:43:00,36.51,35,11
2024-01-04 19:22:00,53.9,53,9
2024-01-04 19:46:00,50.53,50,47
2024-01-04 20:05:00,58.51,58,56
2024-01-04 20:33:00,47.36,47,23
2024-01-04 20:41:00,25.46,24,18
2024-01-04 20:56:00,37.43,40,36
2024-01-04 21:45:00,68.07,65,5
2024-01-04 21:47:00,64.96,61,20
2024-01-04 21:55:00,39.82,39,32
2024-01-04 22:06:00,69.07,68,32
2024-01-04 22:21:00,45.19,45,45
2024-01-04 22:40:00,55.86,56,54
2024-01-04 23:13:00,21.63,22,44
2024-01-04 23:54:00,29.52,29,60
2024-01-05 00:10:00,23.63,24,45
2024-01-05 00:29:00,25.75,24,29
2024-01-05 00:38:00,18.12,16,57
2024-01-05 00:52:00,44.88,44,14
2024-01-05 01:04:00,22.02,20,46
2024-01-05 01:34:00,38.95,37,33
2024-01-05 01:46:00,68.03,70,57
2024-01-05 03:05:00,40.69,40,8
2024-01-05 04:12:00,36.0,35,29
2024-01-05 14:02:00,55.54,53,25
2024-01-05 14:42:00,19.23,17,45
2024-01-05 15:10:00,48.64,45,49
2024-01-05 15:18:00,61.37,62,51
2024-01-05 15:20:00,58.33,57,26
2024-01-05 15:35:00,73.05,70,55
2024-01-05 15:44:00,66.2,64,50
2024-01-05 16:17:00,38.07,34,41
2024-01-05 16:26:00,23.23,23,49
2024-01-05 17:08:00,49.19,50,5
2024-01-05 17:11:00,37.06,34,7
2024-01-05 18:27:00,65.32,65,24
2024-01-05 19:04:00,27.69,26,32
2024-01-05 19:28:00,45.36,44,31
2024-01-05 20:15:00,70.78,70,21
2024-01-05 20:25:00,63.75,63,13
2024-01-05 20:29:00,48.59,48,42
2024-01-05 20:37:00,63.52,64,6
2024-01-05 22:37:00,68.89,68,13
2024-01-05 23:02:00,36.46,34,21
2024-01-05 23:41:00,23.71,23,32
2024-01-06 01:11:00,23.75,24,24
2024-01-06 01:12:00,43.03,42,26
2024-01-06 02:38:00,53.26,54,6
2024-01-06 03:25:00,34.72,35,51
2024-01-06 03:31:00,66.28,67,16
2024-01-06 03:46:00,52.42,53,31
2024-01-06 03:59:00,42.53,43,9
2024-01-06 04:38:00,61.46,62,12
2024-01-06 04:56:00,30.71,30,10
2024-01-06 12:43:00,37.68,36,38
2024-01-06 13:11:00,65.66,66,31
2024-01-06 13:28:00,45.03,46,56
2024-01-06 13:36:00,40.74,41,9
2024-01-06 15:02:00,25.11,25,18
2024-01-06 15:12:00,42.24,43,16
2024-01-06 15:33:00,35.72,35,38
2024-01-06 16:00:00,33.74,31,38
2024-01-06 16:23:00,51.25,50,23
2024-01-06 17:08:00,19.13,18,58
2024-01-06 17:39:00,26.95,26,28
2024-01-06 17:49:00,22.66,20,11
2024-01-06 20:16:00,20.31,19,35
2024-01-06 21:32:00,60.22,61,18
2024-01-06 22:33:00,40.75,40,46
2024-01-06 22:35:00,57.92,58,10
2024-01-06 22:49:00,52.32,53,34
2024-01-06 23:01:00,61.08,59,58
2024-01-06 23:22:00,44.39,43,59
2024-01-07 00:14:00,16.28,16,35
2024-01-07 01:26:00,28.51,26,50
2024-01-07 01:35:00,23.32,22,58
2024-01-07 02:02:00,21.34,21,29
2024-01-07 02:06:00,47.75,48,56
2024-01-07 02:13:00,30.13,29,22
2024-01-07 02:29:00,70.95,69,14
2024-01-07 02:52:00,37.93,38,41
2024-01-07 03:06:00,59.47,61,52
2024-01-07 03:19:00,16.57,16,7
2024-01-07 03:20:00,66.06,68,39
2024-01-07 12:05:00,40.33,39,11
2024-01-07 12:06:00,26.46,26,29
2024-01-07 13:13:00,16.4,18,7
2024-01-07 13:30:00,58.69,57,48
2024-01-07 13:58:00,53.41,53,30
2024-01-07 14:47:00,23.62,24,13
2024-01-07 15:38:00,42.49,43,21
2024-01-07 15:43:00,26.53,26,28
2024-01-07 16:05:00,68.72,64,40
2024-01-07 16:17:00,55.68,54,44
2024-01-07 16:32:00,24.87,23,33
2024-01-07 18:55:00,44.67,44,19
2024-01-07 19:10:00,46.91,48,41
2024-01-07 19:16:00,69.32,70,20
2024-01-07 20:33:00,49.05,50,24
2024-01-07 21:42:00,19.77,20,43
2024-01-07 21:48:00,50.39,49,21
2024-01-07 23:23:00,47.28,45,45
2024-01-07 23:42:00,57.82,56,24
2024-01-07 23:50:00,51.84,53,58
2024-01-07 23:58:00,54.71,55,26
2024-01-08 00:00:00,38.47,36,52
2024-01-08 00:09:00,67.91,68,37
2024-01-08 01:01:00,23.4,23,27
2024-01-08 01:24:00,16.08,16,6
2024-01-08 01:36:00,32.35,31,14
2024-01-08 01:43:00,35.37,34,55
2024-01-08 02:01:00,44.04,44,14
2024-01-08 03:41:00,35.51,36,13
2024-01-08 04:55:00,61.17,58,57
2024-01-08 12:15:00,59.02,59,21
2024-01-08 13:02:00,24.86,26,48
2024-01-08 13:35:00,66.53,64,15
2024-01-08 14:18:00,20.17,19,49
2024-01-08 14:18:00,55.87,57,30
2024-01-08 14:28:00,60.85,60,36
2024-01-08 14:28:00,45.78,44,57
2024-01-08 15:20:00,53.31,54,48
2024-01-08 18:07:00,24.07,25,20
2024-01-08 18:14:00,55.77,56,8
2024-01-08 18:17:00,30.29,28,37
2024-01-08 19:11:00,33.97,33,9
2024-01-08 19:18:00,47.07,48,30
2024-01-08 19:53:00,55.36,55,45
2024-01-08 20:43:00,46.11,46,23
2024-01-08 21:24:00,66.13,66,15
2024-01-09 00:03:00,54.93,55,10
2024-01-09 00:37:00,66.62,67,13
2024-01-09 00:41:00,47.85,49,28
2024-01-09 00:56:00,45.14,41,16
2024-01-09 01:57:00,39.18,37,8
2024-01-09 02:02:00,54.58,56,46
2024-01-09 02:11:00,70.13,70,20
2024-01-09 02:28:00,42.98,44,19
2024-01-09 03:08:00,32.91,31,22
2024-01-09 03:41:00,16.13,15,36
2024-01-09 04:29:00,62.8,64,30
2024-01-09 04:33:00,20.13,21,56
2024-01-09 04:52:00,37.41,37,33
2024-01-09 04:56:00,55.52,52,58
2024-01-09 13:39:00,20.66,18,29
2024-01-09 14:45:00,61.36,62,9
2024-01-09 15:00:00,55.76,55,37
2024-01-09 15:17:00,47.21,48,43
2024-01-09 15:37:00,60.43,61,28
2024-01-09 15:38:00,33.85,35,33
2024-01-09 16:32:00,34.62,31,55
2024-01-09 18:08:00,41.38,39,35
2024-01-09 18:08:00,32.1,30,18
2024-01-09 18:10:00,41.08,41,16
2024-01-09 18:35:00,38.66,38,10
2024-01-09 18:55:00,34.37,35,47
2024-01-09 19:04:00,28.7,27,8
2024-01-09 19:27:00,32.44,36,13
2024-01-09 19:36:00,63.23,63,11
2024-01-09 21:13:00,65.18,66,43
2024-01-09 21:16:00,58.41,59,36
2024-01-09 21:28:00,25.73,26,29
2024-01-09 21:47:00,23.65,23,27
2024-01-09 22:07:00,26.62,24,59
2024-01-09 22:58:00,43.99,40,23
2024-01-09 23:07:00,21.88,22,22
2024-01-09 23:08:00,69.08,70,45
2024-01-09 23:55:00,27.31,28,56
2024-01-10 00:00:00,38.24,37,50
2024-01-10 02:38:00,54.63,56,38
2024-01-10 03:32:00,33.73,30,56
2024-01-10 03:48:00,28.46,26,40
2024-01-10 04:42:00,29.36,29,31
2024-01-10 04:56:00,39.95,40,9
2024-01-10 12:32:00,30.23,29,31
2024-01-10 14:15:00,67.26,65,13
2024-01-10 14:45:00,62.06,63,13
2024-01-10 15:29:00,67.93,67,56
2024-01-10 15:37:00,27.75,27,9
2024-01-10 16:41:00,24.22,23,7
2024-01-10 17:41:00,55.55,52,53
2024-01-10 18:02:00,63.33,62,57
2024-01-10 18:47:00,45.28,41,57
2024-01-10 19:08:00,25.88,24,11
2024-01-10 19:32:00,35.7,37,47
2024-01-10 19:36:00,56.9,56,48
2024-01-10 19:51:00,66.88,66,9
2024-01-10 19:52:00,23.78,23,52
2024-01-10 21:19:00,34.83,33,56
2024-01-10 23:00:00,40.19,41,5
2024-01-10 23:09:00,17.87,17,16
2024-01-10 23:11:00,46.02,46,18
2024-01-10 23:24:00,18.74,19,41
2024-01-11 00:14:00,61.67,61,48
2024-01-11 00:57:00,51.6,54,5
2024-01-11 01:12:00,20.31,19,33
2024-01-11 01:48:00,54.48,54,49
2024-01-11 01:57:00,67.12,67,44
2024-01-11 02:35:00,16.92,16,58
2024-01-11 02:45:00,23.2,19,39
2024-01-11 03:37:00,69.26,66,45
2024-01-11 04:03:00,48.78,45,37
2024-01-11 04:30:00,35.97,36,51
2024-01-11 04:33:00,34.18,34,40
2024-01-11 12:36:00,56.3,55,35
2024-01-11 12:42:00,67.48,67,12
2024-01-11 12:45:00,21.07,20,16
2024-01-11 12:46:00,62.11,63,19
2024-01-11 13:45:00,24.44,26,44
2024-01-11 13:56:00,16.32,15,37
2024-01-11 15:15:00,50.05,51,30
2024-01-11 15:27:00,32.09,31,50
2024-01-11 16:17:00,34.52,34,14
2024-01-11 16:27:00,28.68,26,24
2024-01-11 16:38:00,62.03,60,31
2024-01-11 17:36:00,50.76,48,13
2024-01-11 17:45:00,25.0,22,15
2024-01-11 17:49:00,51.28,50,34
2024-01-11 19:15:00,25.48,22,13
2024-01-11 20:15:00,42.37,41,40
2024-01-11 20:38:00,68.56,68,45
2024-01-11 20:44:00,36.24,37,50
2024-01-11 21:18:00,43.93,47,41
2024-01-11 22:14:00,39.24,38,20
2024-01-11 22:50:00,20.85,24,20
2024-01-11 23:00:00,17.96,20,34
2024-01-11 23:21:00,46.79,49,39
2024-01-12 00:57:00,57.26,56,42
2024-01-12 01:52:00,59.78,61,35
2024-01-12 01:59:00,68.6,69,47
2024-01-12 02:47:00,39.23,38,14
2024-01-12 02:55:00,52.1,54,42
2024-01-12 03:47:00,18.24,17,27
2024-01-12 04:47:00,68.17,69,29
2024-01-12 12:11:00,30.15,30,44
2024-01-12 12:29:00,39.8,42,28
2024-01-12 13:02:00,70.46,69,39
2024-01-12 13:45:00,47.08,47,40
2024-01-12 14:10:00,70.32,69,22
2024-01-12 14:30:00,54.45,52,53
2024-01-12 14:34:00,51.83,51,16
2024-01-12 14:46:00,31.54,30,54
2024-01-12 15:29:00,51.89,51,57
2024-01-12 16:19:00,49.54,44,55
2024-01-12 17:14:00,52.49,50,49
2024-01-12 18:28:00,63.12,62,47
2024-01-12 19:46:00,54.45,54,10
2024-01-12 20:27:00,16.03,15,15
2024-01-12 21:38:00,60.36,57,18
2024-01-12 22:08:00,18.18,19,23
2024-01-12 22:26:00,46.83,46,59
2024-01-12 22:47:00,33.15,32,23
2024-01-12 23:18:00,49.36,50,39
2024-01-12 23:46:00,25.89,22,52
2024-01-13 00:14:00,51.86,51,41
2024-01-13 00:30:00,34.19,35,49
2024-01-13 01:58:00,65.78,66,7
2024-01-13 02:22:00,51.48,52,48
2024-01-13 03:11:00,25.98,27,53
2024-01-13 03:13:00,62.28,59,59
2024-01-13 03:34:00,50.5,50,20
2024-01-13 04:00:00,56.32,56,21
2024-01-13 04:11:00,53.94,54,17
2024-01-13 04:35:00,65.59,66,23
2024-01-13 12:23:00,72.95,70,26
2024-01-13 12:46:00,16.86,16,58
2024-01-13 13:06:00,50.85,52,15
2024-01-13 15:04:00,34.1,32,47
2024-01-13 16:22:00,34.3,32,47
2024-01-13 16:26:00,17.25,15,37
2024-01-13 16:28:00,36.86,35,14
2024-01-13 17:09:00,28.21,28,18
2024-01-13 17:15:00,37.28,37,55
2024-01-13 17:24:00,44.81,44,29
2024-01-13 17:48:00,49.27,50,60
2024-01-13 19:11:00,65.94,65,44
2024-01-13 19:52:00,32.42,31,32
2024-01-13 20:37:00,38.54,36,36
2024-01-13 21:13:00,61.54,59,6
2024-01-13 21:18:00,35.8,31,39
2024-01-13 21:37:00,34.39,34,38
2024-01-13 22:07:00,38.71,37,38
2024-01-13 22:10:00,30.64,29,9
2024-01-13 22:31:00,45.92,42,57
2024-01-13 23:09:00,53.77,52,57
2024-01-13 23:57:00,64.3,63,60
2024-01-14 00:36:00,38.1,38,56
2024-01-14 01:10:00,32.87,30,59
2024-01-14 02:04:00,25.87,24,33
2024-01-14 02:14:00,19.65,21,50
2024-01-14 02:14:00,41.8,42,28
2024-01-14 02:47:00,19.75,18,48
2024-01-14 03:15:00,55.9,60,10
2024-01-14 04:28:00,69.51,69,47
2024-01-14 12:20:00,19.98,21,6
2024-01-14 13:01:00,39.77,39,41
2024-01-14 13:30:00,71.96,69,37
2024-01-14 13:42:00,37.52,36,52
2024-01-14 13:49:00,52.93,51,51
2024-01-14 13:50:00,41.09,41,30
2024-01-14 13:56:00,49.47,50,55
2024-01-14 14:05:00,54.53,54,22
2024-01-14 14:23:00,27.59,29,58
2024-01-14 14:23:00,27.46,24,41
2024-01-14 15:15:00,52.95,55,23
2024-01-14 15:26:00,55.85,56,6
2024-01-14 16:08:00,19.17,21,58
2024-01-14 16:16:00,25.45,24,56
2024-01-14 16:45:00,53.48,51,28
2024-01-14 18:31:00,62.78,60,55
2024-01-14 19:35:00,21.05,18,43
2024-01-14 19:41:00,70.77,69,14
2024-01-14 20:20:00,59.78,61,48
2024-01-14 21:46:00,56.22,57,28
2024-01-14 21:47:00,55.96,55,44
2024-01-14 22:19:00,52.24,51,28
2024-01-14 22:46:00,34.01,35,30
2024-01-14 22:56:00,35.85,38,7
2024-01-15 00:19:00,35.22,34,19
2024-01-15 00:24:00,65.26,66,6
2024-01-15 00:26:00,32.58,33,31
2024-01-15 02:46:00,38.64,39,39
2024-01-15 03:48:00,52.14,52,34
2024-01-15 04:57:00,28.14,27,19
2024-01-15 13:02:00,58.22,56,51
2024-01-15 14:15:00,18.75,19,36
2024-01-15 15:31:00,64.6,65,41
2024-01-15 16:02:00,53.97,49,54
2024-01-15 16:34:00,17.59,18,34
2024-01-15 16:35:00,47.49,46,18
2024-01-15 18:00:00,21.46,20,59
2024-01-15 18:38:00,54.52,55,30
2024-01-15 18:59:00,29.78,29,57
2024-01-15 20:04:00,29.48,29,49
2024-01-15 20:39:00,30.65,31,8
2024-01-15 20:48:00,62.4,61,51
2024-01-15 21:03:00,40.34,41,12
2024-01-15 21:20:00,23.93,25,16
2024-01-15 22:20:00,35.15,32,46
2024-01-15 22:52:00,63.92,63,25
2024-01-15 23:24:00,19.85,19,47
2024-01-16 00:07:00,67.39,65,41
2024-01-16 00:36:00,26.51,25,5
2024-01-16 00:56:00,52.46,50,42
2024-01-16 01:12:00,15.86,16,40
2024-01-16 01:15:00,68.22,68,31
2024-01-16 01:31:00,62.47,62,14
2024-01-16 01:36:00,27.82,27,27
2024-01-16 01:57:00,26.46,26,37
2024-01-16 02:10:00,61.6,64,28
2024-01-16 02:37:00,71.29,67,37
2024-01-16 02:43:00,23.87,21,57
2024-01-16 03:02:00,56.22,57,34
2024-01-16 04:44:00,48.27,48,40
2024-01-16 13:27:00,20.78,23,13
2024-01-16 13:44:00,65.14,65,11
2024-01-16 13:59:00,63.01,61,54
2024-01-16 14:42:00,18.78,18,40
2024-01-16 15:24:00,26.19,27,42
2024-01-16 15:42:00,42.14,40,47
2024-01-16 15:44:00,32.43,32,49
2024-01-16 16:44:00,42.92,42,48
2024-01-16 16:45:00,32.9,32,37
2024-01-16 16:49:00,60.97,60,11
2024-01-16 17:44:00,30.75,27,13
2024-01-16 17:46:00,53.87,53,5
2024-01-16 18:24:00,39.4,37,60
2024-01-16 18:52:00,66.35,61,57
2024-01-16 19:01:00,35.8,36,58
2024-01-16 20:02:00,31.55,32,5
2024-01-16 20:26:00,39.49,40,15
2024-01-16 21:24:00,24.81,24,23
2024-01-16 22:00:00,58.62,59,34
2024-01-16 22:04:00,60.32,60,24
2024-01-16 22:04:00,30.71,28,19
2024-01-16 22:25:00,35.99,37,59
2024-01-16 22:56:00,56.74,54,25
2024-01-16 23:23:00,15.35,15,60
2024-01-16 23:54:00,36.48,35,35
2024-01-16 23:59:00,45.14,44,17
2024-01-17 00:39:00,66.02,63,49
2024-01-17 01:26:00,53.14,55,6
2024-01-17 01:37:00,45.83,44,41
2024-01-17 03:02:00,27.26,28,52
2024-01-17 12:02:00,40.95,39,30
2024-01-17 13:21:00,66.74,66,6
2024-01-17 13:48:00,53.68,54,5
2024-01-17 14:24:00,32.19,34,36
2024-01-17 14:50:00,69.35,69,20
2024-01-17 17:11:00,59.93,60,17
2024-01-17 17:20:00,37.99,38,46
2024-01-17 17:23:00,36.86,36,14
2024-01-17 17:33:00,60.38,58,42
2024-01-17 18:13:00,40.88,42,8
2024-01-17 18:50:00,32.04,32,15
2024-01-17 19:09:00,43.45,41,44
2024-01-17 19:19:00,57.89,57,53
2024-01-17 19:55:00,65.66,67,60
2024-01-17 19:58:00,64.52,63,54
2024-01-17 20:09:00,44.03,44,45
2024-01-17 20:16:00,69.24,69,41
2024-01-17 20:37:00,16.85,16,35
2024-01-17 20:42:00,55.5,56,50
2024-01-17 21:28:00,32.73,30,59
2024-01-17 22:23:00,43.4,42,20
2024-01-17 22:48:00,53.2,53,6
2024-01-17 23:23:00,53.63,50,57
2024-01-18 01:12:00,23.55,24,48
2024-01-18 01:27:00,53.26,50,20
2024-01-18 02:13:00,25.5,24,50
2024-01-18 02:20:00,60.57,63,28
2024-01-18 02:56:00,26.1,25,35
2024-01-18 03:47:00,52.97,52,37
2024-01-18 04:30:00,36.6,36,39
2024-01-18 12:04:00,43.97,43,15
2024-01-18 12:22:00,41.78,41,53
2024-01-18 12:43:00,33.61,34,18
2024-01-18 12:48:00,39.74,37,47
2024-01-18 13:18:00,20.7,21,34
2024-01-18 13:37:00,63.03,63,54
2024-01-18 13:39:00,57.07,58,35
2024-01-18 14:06:00,65.55,67,17
2024-01-18 14:23:00,47.12,48,42
2024-01-18 14:35:00,69.46,69,26
2024-01-18 15:15:00,30.19,31,14
2024-01-18 16:41:00,55.76,54,26
2024-01-18 18:42:00,48.05,46,35
2024-01-18 18:44:00,67.03,64,47
2024-01-18 19:30:00,56.14,54,55
2024-01-18 19:49:00,28.03,29,9
2024-01-18 20:42:00,18.62,18,27
2024-01-18 20:45:00,58.66,60,24
2024-01-18 21:00:00,48.09,52,36
2024-01-18 21:49:00,37.53,35,60
2024-01-18 22:54:00,62.03,59,25
2024-01-18 23:15:00,55.88,57,57
2024-01-18 23:31:00,20.98,20,17
2024-01-19 00:18:00,46.57,48,7
2024-01-19 00:25:00,55.46,56,8
2024-01-19 02:51:00,69.06,70,15
2024-01-19 03:09:00,21.92,24,17
2024-01-19 03:18:00,44.47,46,38
2024-01-19 03:44:00,63.62,65,8
2024-01-19 04:49:00,54.49,52,45
2024-01-19 12:18:00,29.75,28,55
2024-01-19 14:24:00,29.12,28,39
2024-01-19 14:30:00,16.92,16,17
2024-01-19 14:31:00,34.2,36,9
2024-01-19 15:57:00,17.01,19,41
2024-01-19 15:58:00,64.95,66,48
2024-01-19 17:14:00,26.18,23,30
2024-01-19 17:23:00,34.62,32,57
2024-01-19 17:33:00,45.68,46,7
2024-01-19 17:40:00,26.11,24,17
2024-01-19 17:51:00,28.09,26,22
2024-01-19 17:54:00,49.16,49,19
2024-01-19 18:12:00,59.96,57,60
2024-01-19 18:26:00,21.6,19,41
2024-01-19 19:44:00,63.01,63,43
2024-01-19 20:04:00,44.28,42,59
2024-01-19 20:40:00,63.37,63,24
2024-01-19 22:23:00,63.76,62,21
2024-01-19 22:25:00,38.2,39,26
2024-01-20 00:26:00,52.22,51,44
2024-01-20 01:58:00,27.11,27,18
2024-01-20 02:18:00,59.97,60,42
2024-01-20 02:43:00,47.59,47,20
2024-01-20 02:55:00,59.55,61,18
2024-01-20 02:58:00,40.67,40,23
2024-01-20 03:01:00,62.18,61,22
2024-01-20 03:29:00,25.71,26,8
2024-01-20 04:03:00,20.79,20,46
2024-01-20 04:10:00,17.79,16,58
2024-01-20 04:37:00,16.68,18,46
2024-01-20 12:06:00,40.71,40,56
2024-01-20 12:28:00,42.04,41,38
2024-01-20 12:30:00,31.14,33,7
2024-01-20 12:40:00,20.9,19,53
2024-01-20 14:18:00,66.56,67,27
2024-01-20 14:34:00,31.15,30,40
2024-01-20 14:42:00,38.56,38,34
2024-01-20 14:54:00,53.7,55,52
2024-01-20 16:43:00,57.4,57,10
2024-01-20 16:45:00,27.16,28,39
2024-01-20 17:58:00,45.85,44,47
2024-01-20 18:28:00,42.5,41,43
2024-01-20 18:40:00,28.59,28,17
2024-01-20 18:46:00,32.7,30,39
2024-01-20 19:34:00,55.56,55,54
2024-01-20 19:50:00,53.14,54,20
2024-01-20 20:29:00,21.85,20,29
2024-01-20 21:53:00,42.52,44,34
2024-01-20 22:08:00,52.67,55,52
2024-01-20 22:14:00,22.38,21,30
2024-01-20 23:21:00,41.05,39,34
2024-01-20 23:25:00,23.47,22,36
2024-01-20 23:40:00,52.04,51,6
2024-01-20 23:56:00,30.82,30,36
2024-01-21 00:37:00,25.56,22,58
2024-01-21 01:43:00,69.1,66,11
2024-01-21 02:29:00,17.15,16,35
2024-01-21 02:31:00,17.71,17,53
2024-01-21 04:33:00,40.49,39,29
2024-01-21 04:53:00,34.75,32,52
2024-01-21 12:12:00,51.83,51,48
2024-01-21 12:41:00,50.41,51,39
2024-01-21 13:32:00,17.6,16,24
2024-01-21 14:00:00,27.99,28,44
2024-01-21 14:40:00,43.08,42,18
2024-01-21 14:51:00,41.03,42,17
2024-01-21 15:00:00,16.07,15,13
2024-01-21 18:14:00,54.97,54,35
2024-01-21 18:17:00,30.31,28,58
2024-01-21 18:19:00,52.9,50,38
2024-01-21 19:49:00,55.7,51,56
2024-01-21 19:49:00,21.66,21,22
2024-01-21 20:51:00,14.05,15,14
2024-01-21 20:52:00,39.02,39,53
2024-01-21 21:56:00,57.65,56,10
2024-01-21 22:36:00,47.66,48,30
2024-01-21 23:20:00,45.45,44,36
2024-01-21 23:20:00,35.5,36,38
2024-01-21 23:27:00,42.35,43,49
2024-01-22 00:01:00,32.59,32,29
2024-01-22 01:03:00,50.94,50,7
2024-01-22 01:35:00,48.38,45,60
2024-01-22 01:53:00,52.18,51,34
2024-01-22 02:14:00,13.81,15,45
2024-01-22 02:21:00,24.6,23,29
2024-01-22 03:37:00,47.79,46,18
2024-01-22 03:49:00,24.83,25,52
2024-01-22 04:23:00,25.09,23,41
2024-01-22 04:30:00,24.2,25,12
2024-01-22 04:52:00,70.25,68,28
2024-01-22 12:03:00,39.43,37,41
2024-01-22 12:09:00,49.45,47,57
2024-01-22 13:06:00,19.53,18,43
2024-01-22 14:03:00,24.72,25,51
2024-01-22 14:28:00,20.59,21,38
2024-01-22 16:07:00,51.75,49,49
2024-01-22 16:40:00,72.93,69,30
2024-01-22 17:09:00,56.26,55,5
2024-01-22 17:56:00,53.06,51,41
2024-01-22 18:02:00,63.29,61,54
2024-01-22 18:38:00,39.61,38,54
2024-01-22 18:46:00,30.57,27,33
2024-01-22 18:53:00,30.59,27,36
2024-01-22 19:47:00,55.54,55,42
2024-01-22 19:54:00,69.18,66,30
2024-01-22 19:55:00,41.84,39,57
2024-01-22 21:18:00,63.35,64,41
2024-01-22 21:20:00,37.81,35,10
2024-01-22 21:47:00,45.93,46,35
2024-01-22 22:13:00,26.73,27,11
2024-01-22 22:27:00,53.39,52,29
2024-01-22 22:28:00,50.77,49,40
2024-01-22 22:37:00,54.98,55,40
2024-01-22 22:41:00,22.9,22,57
2024-01-22 22:44:00,28.08,28,45
2024-01-22 23:56:00,53.96,55,37
2024-01-22 23:57:00,49.18,47,16
2024-01-23 00:54:00,56.8,58,58
2024-01-23 04:11:00,44.92,47,27
2024-01-23 04:25:00,35.04,34,49
2024-01-23 12:19:00,36.0,32,32
2024-01-23 12:20:00,48.66,47,43
2024-01-23 14:08:00,53.36,51,47
2024-01-23 14:35:00,46.22,45,31
